term,sub_grade,grade,emp_length,issue_y,revol_util_n,int_rate_n,installment_n,tot_hi_cred_lim_n,dti_n,avg_cur_bal_n,all_util_n,acc_open_past_24mths_n,annual_inc_n,loan_amnt_n,loan_status
36 months,C2,C,1 year,16,87.7,13.49,1017.92,542399,13.85,15396,95,11,170000,30000,Fully Paid
36 months,C5,C,3 years,16,37.5,15.59,842.42,101696,25.07,2080,35,6,108000,24100,Charged Off
36 months,B3,B,1 year,16,77.1,9.75,385.8,72924,23.56,4753,111,3,38000,12000,Fully Paid
36 months,C1,C,8 years,16,26.8,12.79,201.56,235277,6.45,15709,44,8,94000,6000,Fully Paid
60 months,A5,A,10+ years,16,21.5,7.91,364.21,111000,10.67,5374,22,1,53000,18000,Fully Paid
36 months,E1,E,1 year,16,24.4,19.99,278.69,70717,39.86,3323,61,6,35000,7500,Charged Off
60 months,C1,C,1 year,16,59.7,11.99,778.38,111567,11.41,11582,75,1,140000,35000,Fully Paid
36 months,D2,D,10+ years,16,56.4,17.99,477.15,82286,28.55,2486,60,9,65000,13200,Fully Paid
36 months,A2,A,,16,21.6,6.49,367.74,52955,15.56,2404,36,5,60000,12000,Fully Paid
36 months,B1,B,,16,39.6,8.99,133.54,11200,13.12,888,40,4,15000,4200,Fully Paid
36 months,D4,D,10+ years,16,36.1,19.99,635.42,443503,26.77,27784,42,10,70000,17100,Charged Off
36 months,B3,B,1 year,16,56.3,9.75,273.28,81434,26.41,13234,63,1,35000,8500,Fully Paid
36 months,D3,D,8 years,16,91,18.25,544.17,60743,14.32,6322,83,4,86500,15000,Fully Paid
36 months,A4,A,2 years,16,78.2,7.49,746.44,160707,11.65,14314,72,3,240000,24000,Fully Paid
36 months,B4,B,6 years,16,66.4,10.99,366.63,37112,28.16,4340,82,5,35000,11200,Charged Off
60 months,D5,D,6 years,16,59.3,19.53,419.73,43054,12.02,4396,61,6,69000,16000,Charged Off
36 months,B1,B,1 year,16,72,8.49,252.51,31415,11.28,5818,74,2,60000,8000,Fully Paid
36 months,B5,B,2 years,16,43.3,11.49,211.02,322953,20.91,33923,72,7,80000,6400,Fully Paid
60 months,E1,E,4 years,16,97,19.99,744.33,86300,28.01,16959,89,1,63880,28100,Charged Off
36 months,C1,C,4 years,16,18.3,11.99,1095.92,113701,9.06,1798,30,10,126500,33000,Charged Off
36 months,A5,A,2 years,16,61.1,7.89,219,64763,22.33,5495,68,4,61000,7000,Fully Paid
36 months,B1,B,3 years,16,60,8.99,635.91,92067,25.61,2726,60,8,142000,20000,Late (31-120 days)
36 months,C4,C,2 years,16,77.6,14.46,266.62,22000,28.65,3143,71,1,27768,7750,Charged Off
36 months,A4,A,7 years,16,44.7,7.39,217.4,142985,14.95,15924,49,6,39000,7000,Fully Paid
36 months,A4,A,,16,36.9,7.39,310.56,44015,24.22,1787,46,6,27000,10000,Fully Paid
36 months,C4,C,10+ years,16,35.8,14.49,1204.57,203950,20.22,4731,67,3,96000,35000,Fully Paid
60 months,D5,D,8 years,16,23.2,19.53,642.71,268900,6.78,20783,23,7,58000,24500,Fully Paid
36 months,A3,A,10+ years,16,25.5,6.97,154.32,149051,5.58,20508,21,2,75000,5000,Fully Paid
36 months,A2,A,2 years,16,37.8,6.49,551.61,78943,24,3573,50,6,46000,18000,Fully Paid
60 months,B3,B,10+ years,16,46.5,9.75,422.49,198675,18.99,10065,55,8,52000,20000,Charged Off
36 months,A4,A,,16,81.1,7.39,745.34,542175,21.01,32092,80,11,120000,24000,Fully Paid
60 months,D1,D,2 years,16,17.3,16.99,248.48,17600,3.43,610,17,4,36000,10000,Charged Off
36 months,D4,D,7 years,16,33.3,19.99,928.97,63837,11.96,5294,44,5,115000,25000,Fully Paid
36 months,D4,D,2 years,16,66.7,19.99,222.96,22000,14.69,2678,73,6,33000,6000,Charged Off
36 months,B5,B,< 1 year,16,70.5,11.47,1153.67,96948,19.26,5667,82,2,110000,35000,Fully Paid
36 months,B4,B,10+ years,16,69.9,10.75,489.31,43460,10.16,6738,78,2,84000,15000,Fully Paid
36 months,B5,B,10+ years,16,49.3,11.49,276.96,150746,10.96,12602,56,4,45000,8400,Fully Paid
36 months,B3,B,10+ years,16,53.2,9.8,643.47,230826,19.71,18264,75,5,80000,20000,Fully Paid
36 months,B2,B,2 years,16,33.9,10.49,649.96,284700,6.3,14571,48,3,160000,20000,Fully Paid
36 months,B2,B,8 years,16,53.5,9.16,425.53,455139,19.8,29290,46,7,72000,13350,Fully Paid
36 months,C5,C,10+ years,16,43.1,15.59,251.68,81214,19.11,2190,57,14,94000,7200,Fully Paid
36 months,B5,B,2 years,16,33.4,11.47,988.86,332986,19.25,18845,36,5,80000,30000,Fully Paid
36 months,B4,B,1 year,16,42.6,10.99,261.88,197796,33.86,5750,87,10,42000,8000,Fully Paid
36 months,A2,A,5 years,16,15.3,6.99,166.72,98910,20.13,3987,33,3,45000,5400,Fully Paid
36 months,C1,C,< 1 year,16,77.2,11.99,265.68,66500,10.71,3791,97,4,25000,8000,Charged Off
36 months,B4,B,9 years,16,51.6,10.75,548.03,66202,11.4,2643,56,3,90652,16800,Fully Paid
36 months,B1,B,10+ years,16,10.6,8.39,661.85,380594,20.17,27699,64,10,138000,21000,Fully Paid
60 months,A5,A,6 years,16,38.5,8.59,567.46,645236,17.37,56243,39,3,160000,27600,Fully Paid
36 months,C1,C,3 years,16,42.3,12.79,134.38,44696,12.18,4363,59,6,85000,4000,Fully Paid
36 months,C1,C,10+ years,16,64.2,12.79,344.33,76565,17.32,3394,67,4,101520,10250,Fully Paid
36 months,B4,B,10+ years,16,44,10.75,391.45,590780,14.01,26687,44,10,96000,12000,Fully Paid
36 months,A1,A,10+ years,16,35.2,5.32,752.87,129766,17.06,2752,36,5,100000,25000,Fully Paid
36 months,C2,C,1 year,16,56.6,13.49,264.66,159582,33.3,13298,94,4,65000,7800,Fully Paid
60 months,C3,C,,16,41.4,13.67,600.54,101567,28.93,3127,46,10,63000,26000,Fully Paid
36 months,A4,A,< 1 year,16,29,7.39,248.45,43139,22.02,1508,49,7,35000,8000,Charged Off
36 months,A2,A,9 years,16,10.7,6.49,122.58,362647,8.19,23337,37,6,114000,4000,Fully Paid
36 months,D1,D,10+ years,16,94.6,16.99,285.19,67023,29.62,5285,55,3,68000,8000,Fully Paid
36 months,B2,B,2 years,16,31.5,9.49,384.34,218381,29.98,17903,63,6,60000,12000,Fully Paid
36 months,C1,C,8 years,16,22.1,11.99,166.05,18500,9.24,409,22,11,30000,5000,Fully Paid
36 months,B5,B,10+ years,16,32.6,11.47,263.7,16595,7.75,547,33,4,35000,8000,Fully Paid
36 months,C2,C,10+ years,16,61.6,12.99,254.36,29600,14.68,1403,62,7,46117,7550,Fully Paid
36 months,A4,A,10+ years,16,33.1,7.39,745.34,506826,21.4,23854,61,2,150000,24000,Fully Paid
36 months,B4,B,1 year,16,46,10.75,260.97,170845,17.46,10844,85,5,42000,8000,Fully Paid
60 months,C3,C,< 1 year,16,49.1,13.67,369.57,103952,29.04,2435,63,12,50000,16000,Fully Paid
36 months,B4,B,7 years,16,76.4,10.75,326.21,75093,18.57,6499,76,4,88000,10000,Fully Paid
60 months,B4,B,10+ years,16,39.3,10.75,345.89,284849,26.5,9613,49,6,60000,16000,Fully Paid
36 months,B5,B,10+ years,16,87.1,11.49,791.32,436574,28.51,23846,52,5,130000,24000,Fully Paid
36 months,B3,B,10+ years,16,29,9.75,225.05,34307,7.71,1787,57,8,80000,7000,Fully Paid
36 months,B3,B,2 years,16,18.1,9.75,231.48,198144,30.26,4088,63,11,62600,7200,Fully Paid
36 months,A1,A,9 years,16,12.7,5.32,752.87,1267099,12.45,64802,13,3,150000,25000,Fully Paid
36 months,A3,A,,16,14.1,7.59,467.22,53600,2.14,757,14,7,80300,15000,Fully Paid
36 months,A3,A,4 years,16,41.9,6.97,246.91,51932,24.05,1865,43,7,25000,8000,Fully Paid
36 months,B5,B,10+ years,16,77.1,11.49,659.43,259642,16.89,33826,83,3,110000,20000,Fully Paid
36 months,B3,B,4 years,16,57.6,10.49,1169.92,89924,17.2,4957,61,3,78000,36000,Fully Paid
36 months,B4,B,10+ years,16,85.1,10.75,391.45,205591,19.7,18821,85,7,60000,12000,Fully Paid
36 months,C4,C,4 years,16,70.3,14.46,172.01,213910,29.75,9526,68,7,80460,5000,Fully Paid
36 months,A1,A,10+ years,16,50,5.32,427.63,83350,16.58,7556,79,4,86500,14200,Fully Paid
36 months,B4,B,1 year,16,53.4,11.44,138.38,44329,28.57,3813,69,5,35000,4200,Fully Paid
36 months,A3,A,< 1 year,16,24,6.97,432.09,735341,2.97,41320,25,7,140000,14000,Fully Paid
36 months,C4,C,1 year,16,30.9,14.99,168.97,81277,27.58,12446,83,6,14400,4875,Charged Off
36 months,B4,B,5 years,16,65.2,10.75,587.17,326150,23.88,20581,68,10,67000,18000,Fully Paid
36 months,B3,B,,16,54.5,9.75,225.05,24900,29,1357,55,5,18000,7000,Fully Paid
36 months,A3,A,2 years,16,12.6,6.99,308.73,532358,14.32,25828,36,13,109200,10000,Fully Paid
36 months,A2,A,10+ years,16,7.3,6.49,459.67,66796,10.19,4699,42,3,65000,15000,Fully Paid
36 months,B1,B,2 years,16,98.3,8.39,378.2,35935,15.28,5559,62,0,60000,12000,Fully Paid
36 months,C1,C,1 year,16,79.4,11.99,664.2,68901,24.27,2788,85,13,50000,20000,Charged Off
60 months,D5,D,3 years,16,47.7,19.53,393.5,241741,30.07,8460,44,8,70000,15000,Fully Paid
60 months,E2,E,10+ years,16,44.2,20.75,585.36,54266,7.99,5393,60,3,140000,21750,Late (31-120 days)
36 months,C5,C,10+ years,16,44.1,15.31,243.73,24900,15.25,1192,57,10,47000,7000,Charged Off
36 months,B5,B,,16,47.3,11.49,494.57,53961,14.13,3062,51,8,72000,15000,Fully Paid
36 months,B1,B,3 years,16,12.4,8.24,78.62,58901,16.08,3585,55,4,60000,2500,Fully Paid
60 months,D2,D,10+ years,16,46.1,16.59,738.98,108365,38.16,6345,59,3,65000,30000,Charged Off
36 months,C1,C,2 years,16,76.2,11.99,166.05,89332,14.02,10362,86,4,60000,5000,Fully Paid
36 months,A5,A,10+ years,16,81.9,7.89,156.43,74100,21.72,3778,77,1,46000,5000,Fully Paid
60 months,F2,F,2 years,16,44.4,24.11,567.99,227531,37.46,8670,76,8,104000,19700,Charged Off
36 months,A5,A,,16,68.2,7.89,563.15,22250,12.38,4116,74,2,48000,18000,Fully Paid
36 months,B3,B,4 years,16,76.2,9.75,482.25,183373,23.33,17924,72,4,75000,15000,Fully Paid
36 months,C4,C,,16,58.2,14.46,516.03,15700,4.6,1142,58,5,66000,15000,Fully Paid
60 months,C5,C,5 years,16,69.2,15.59,469.97,461172,6.28,48719,67,7,200000,19500,Fully Paid
60 months,D1,D,4 years,16,35,16.29,370.15,209267,22.4,11743,35,4,42000,15125,Fully Paid
36 months,C5,C,10+ years,16,72.5,15.31,570.14,126109,7.15,15090,73,2,65000,16375,Charged Off
36 months,C2,C,6 years,16,52,12.99,315.84,16800,18.36,1187,52,6,27000,9375,Fully Paid
36 months,E2,E,< 1 year,16,82.3,20.75,675.85,77138,39.13,4089,80,8,48000,18000,Charged Off
36 months,A2,A,,16,6.5,6.49,245.16,103600,10.57,5326,7,2,21000,8000,Fully Paid
36 months,C1,C,8 years,16,88.4,11.99,996.29,62417,15.45,4288,76,4,130020,30000,Charged Off
36 months,E5,E,10+ years,16,66.5,22.45,477.42,576602,35.13,38213,72,9,89000,12425,Fully Paid
60 months,D2,D,10+ years,16,91.6,17.99,253.88,486401,32.57,31639,64,5,92000,10000,Fully Paid
36 months,B3,B,4 years,16,90.2,10.49,194.99,234640,18.79,11678,84,2,133000,6000,Fully Paid
36 months,D4,D,7 years,16,98,19.99,1120.33,324800,18.04,50381,98,3,67000,30150,Charged Off
36 months,C1,C,4 years,16,20.7,12.79,335.93,122779,23.91,3121,21,5,40000,10000,Fully Paid
60 months,C2,C,4 years,16,84.8,12.99,409.47,261953,37.36,14891,82,2,83000,18000,Fully Paid
36 months,B5,B,< 1 year,16,43.9,11.49,329.72,51059,14.64,2908,63,5,60000,10000,Fully Paid
36 months,C1,C,4 years,16,99.1,11.99,398.52,338790,35.41,23236,82,3,87000,12000,Fully Paid
36 months,B2,B,,16,50.1,9.49,256.23,409802,26.36,22493,53,7,83000,8000,Fully Paid
36 months,B5,B,1 year,16,33,11.47,494.43,50600,8.46,1101,33,9,60000,15000,Fully Paid
36 months,D3,D,5 years,16,31.3,18.99,317.04,69646,22.91,3049,57,3,42000,8650,Charged Off
36 months,A2,A,10+ years,16,33.1,6.49,153.23,10400,3.54,689,33,1,61000,5000,Fully Paid
60 months,D1,D,10+ years,16,67.3,16.29,489.45,42260,16.15,2742,71,2,70000,20000,Fully Paid
36 months,B4,B,8 years,16,64.9,10.75,342.52,249689,21.65,8566,67,13,122693,10500,Charged Off
36 months,D3,D,10+ years,16,50.3,18.25,267.55,347337,28.78,18465,67,6,78000,7375,Charged Off
36 months,B5,B,3 years,16,79.1,11.47,527.39,284783,19.83,30533,86,5,70000,16000,Fully Paid
36 months,B2,B,1 year,16,54.2,9.16,286.87,45399,12.25,5006,66,2,59000,9000,Fully Paid
36 months,B1,B,4 years,16,18.8,8.24,176.11,172389,19.83,7813,29,11,29000,5600,Charged Off
36 months,A1,A,< 1 year,16,50.9,5.32,301.15,186816,11.52,40268,44,0,50000,10000,Fully Paid
36 months,A1,A,1 year,16,25.7,5.32,301.15,137850,6.99,6235,32,4,46000,10000,Fully Paid
36 months,A1,A,10+ years,16,89,5.32,451.73,66031,15.53,13309,89,1,87000,15000,Fully Paid
60 months,B1,B,10+ years,16,16.1,8.39,294.68,107772,10.15,5298,28,6,75000,14400,Fully Paid
60 months,C3,C,9 years,16,58.8,13.44,649.16,70946,29.64,3495,59,7,56520,28250,Fully Paid
36 months,C2,C,10+ years,16,36,12.99,505.34,71844,22.46,2810,36,14,70000,15000,Fully Paid
36 months,B3,B,6 years,16,18.5,9.75,225.05,102154,10.22,2177,24,3,60000,7000,Fully Paid
60 months,D2,D,< 1 year,16,85.7,17.99,304.66,193590,17.79,13490,64,2,75000,12000,Fully Paid
36 months,B1,B,10+ years,16,48.5,8.99,267.08,68843,19.74,2529,63,11,62000,8400,Fully Paid
36 months,E2,E,10+ years,16,35.8,20.75,563.21,78064,26.15,2631,61,12,58000,15000,Charged Off
36 months,A4,A,1 year,16,45.5,7.39,453.42,50800,11.07,2887,46,3,50000,14600,Fully Paid
36 months,A3,A,10+ years,16,51.7,7.59,1245.91,374104,19.93,30841,68,5,125715.12,40000,Fully Paid
36 months,C2,C,,16,29.7,13.49,67.87,104905,10.36,4517,51,7,77000,2000,Charged Off
60 months,B5,B,10+ years,16,98,11.48,461.64,1063278,10.87,139747,98,2,400000,21000,Fully Paid
60 months,C1,C,4 years,16,61.7,12.74,791.71,166653,15.25,20511,76,4,99000,35000,Fully Paid
36 months,D3,D,10+ years,16,62.1,18.99,462.72,58100,27.41,3279,62,0,47856,12625,Fully Paid
36 months,A1,A,10+ years,16,72.8,5.32,271.04,371406,17.72,42889,80,3,100000,9000,Fully Paid
60 months,D5,D,1 year,16,84.5,21.49,655.92,132477,24.27,6537,84,13,105000,24000,Fully Paid
36 months,B1,B,10+ years,16,57.2,8.39,1103.09,550772,23.43,35778,61,3,124178.33,35000,Fully Paid
36 months,C5,C,10+ years,16,57.1,15.31,278.54,186593,13.6,8628,77,13,152000,8000,Fully Paid
36 months,G1,G,1 year,16,106,28.18,503.75,20085,23.66,2561,102,2,38000,12150,Charged Off
36 months,C4,C,3 years,16,49.4,14.49,424.18,165707,12.22,10093,99,5,61000,12325,Charged Off
36 months,B3,B,6 years,16,83.3,10.49,714.96,340483,16.87,56822,102,2,80000,22000,Fully Paid
36 months,A1,A,10+ years,16,65.6,5.32,280.07,598015,1.86,61273,66,1,233000,9300,Charged Off
36 months,B5,B,10+ years,16,29.9,11.47,168.11,21000,2.59,828,32,5,64000,5100,Fully Paid
36 months,A1,A,< 1 year,16,61.1,5.32,475.07,55200,10.42,8346,61,1,125000,15775,Fully Paid
36 months,B2,B,10+ years,16,52.9,9.49,368.33,251929,10.86,16696,43,2,125138,11500,Fully Paid
36 months,B3,B,2 years,16,82.6,9.75,482.25,219926,17.72,24730,87,2,60000,15000,Fully Paid
36 months,C1,C,2 years,16,42.3,11.99,232.47,74064,25.32,2945,60,8,50000,7000,Fully Paid
36 months,A3,A,7 years,16,3.1,7.24,235.51,23700,0.54,186,3,2,55432.32,7600,Fully Paid
60 months,B1,B,10+ years,16,13.4,8.49,574.33,390849,20.2,8510,32,8,80000,28000,Fully Paid
36 months,A1,A,10+ years,16,10.9,5.32,156.6,66262,10.57,1933,32,6,81670,5200,Fully Paid
36 months,D3,D,2 years,16,73.3,18.25,435.34,101716,37.7,19931,73,2,24000,12000,Fully Paid
36 months,B3,B,10+ years,16,27.9,9.75,1125.25,313897,26.85,8013,39,20,85667,35000,Fully Paid
36 months,B2,B,10+ years,16,19.7,9.16,111.56,87600,18.67,1122,32,9,62000,3500,Fully Paid
36 months,C4,C,9 years,16,96.6,14.46,688.03,28100,22.37,1595,57,0,45000,20000,Charged Off
60 months,C3,C,2 years,16,85.1,13.67,374.18,118547,32.37,12693,80,4,45000,16200,Charged Off
36 months,C5,C,3 years,16,86.4,15.31,522.26,51521,15.51,3220,63,5,98500,15000,Charged Off
36 months,C2,C,10+ years,16,55.5,12.99,707.48,139308,18.93,8300,60,1,131000,21000,Fully Paid
36 months,A2,A,10+ years,16,67,6.49,563.86,63680,13.08,5968,66,0,80000,18400,Fully Paid
60 months,C4,C,7 years,16,64.9,14.46,282.09,95626,18.68,9690,76,4,46000,12000,Fully Paid
60 months,C1,C,,16,42.6,11.99,355.84,48986,13.73,6185,63,2,50000,16000,Charged Off
36 months,B3,B,< 1 year,16,43.5,9.75,803.75,279370,28.99,12223,59,9,85000,25000,Charged Off
60 months,B5,B,10+ years,16,78.8,11.49,329.82,377100,16.22,25381,82,4,100000,15000,Fully Paid
36 months,B2,B,10+ years,16,41.2,9.16,159.38,382746,12.42,40940,88,5,116000,5000,Fully Paid
60 months,B3,B,10+ years,16,59.6,9.8,592.17,442700,18.77,46501,52,0,110000,28000,Fully Paid
60 months,C5,C,10+ years,16,31,15.99,291.76,365398,18.18,11468,54,12,90000,12000,Fully Paid
60 months,D3,D,5 years,16,78.9,18.99,601.05,120794,14.64,13100,46,1,69000,23175,Fully Paid
36 months,D1,D,< 1 year,16,33.7,16.29,225.93,113899,41.77,7627,51,9,42000,6400,Charged Off
36 months,C1,C,2 years,16,35,12.79,705.46,605562,23.19,17336,37,12,120000,21000,Fully Paid
36 months,B3,B,2 years,16,61.8,10.49,113.75,18705,20.89,1418,61,3,22000,3500,Fully Paid
36 months,C3,C,10+ years,16,33.2,13.67,255.14,41082,13.26,2307,62,5,42000,7500,Charged Off
36 months,B4,B,2 years,16,70.3,11.44,329.48,103026,23.98,16298,70,3,98000,10000,Charged Off
36 months,B4,B,10+ years,16,38,10.75,326.21,74285,33.34,5480,66,4,37000,10000,Fully Paid
36 months,A2,A,1 year,16,42.7,6.99,1080.54,171620,1.84,6550,57,3,1500000,35000,Fully Paid
36 months,B3,B,6 years,16,60.9,11.39,403.32,120876,13.1,14331,61,2,118000,12250,Fully Paid
36 months,B2,B,10+ years,16,52.2,10.49,130,170103,16.64,8616,61,4,50000,4000,Fully Paid
36 months,B1,B,10+ years,16,47.4,8.49,347.2,324169,9.42,31188,83,8,120000,11000,Fully Paid
36 months,B1,B,10+ years,16,77.4,8.39,315.17,28431,15.52,2626,55,1,60000,10000,Charged Off
60 months,B2,B,3 years,16,40.1,10.49,515.74,517567,12.3,30425,37,4,150000,24000,Fully Paid
36 months,D5,D,7 years,16,86.9,21.49,141.28,8637,16.1,1239,86,6,24000,3725,Charged Off
60 months,E1,E,4 years,16,74.8,22.39,835.24,292218,22.61,17997,74,7,115000,30000,Fully Paid
36 months,B3,B,10+ years,16,74.2,9.75,450.1,103605,31.17,2457,59,5,85000,14000,Fully Paid
36 months,B4,B,10+ years,16,62.1,11.44,658.95,338241,9.06,44346,49,3,130000,20000,Fully Paid
36 months,A4,A,,16,42.3,7.49,233.27,155394,9.24,17253,55,7,60000,7500,Fully Paid
36 months,B3,B,3 years,16,63.2,9.75,97.26,221525,29.76,16345,93,8,60000,3025,Fully Paid
36 months,C3,C,< 1 year,16,74.2,13.99,341.73,46224,15.24,4934,64,3,75000,10000,Charged Off
36 months,C1,C,6 years,16,98.9,11.99,451.65,230055,15.61,35080,83,3,88000,13600,Fully Paid
36 months,A2,A,10+ years,16,86.8,6.99,617.46,185051,17.75,18204,55,1,125000,20000,Fully Paid
36 months,C4,C,6 years,16,91.4,14.99,55.46,42554,17.81,4620,65,6,75000,1600,Fully Paid
36 months,A3,A,10+ years,16,86,6.97,283.95,220975,14.54,22550,86,3,87000,9200,Fully Paid
60 months,F3,F,4 years,16,64.1,24.99,563.44,403543,42.28,19574,70,8,106080,19200,Fully Paid
60 months,B1,B,8 years,16,53.1,8.39,818.55,531493,7.19,83808,67,3,229112,40000,Fully Paid
36 months,C4,C,8 years,16,69.7,13.99,717.63,199825,48.04,6993,65,1,64000,21000,Fully Paid
36 months,D2,D,3 years,16,87.4,17.99,750.97,143674,12.76,19935,51,4,49473,20775,Fully Paid
36 months,B5,B,4 years,16,21.6,11.47,197.78,93940,30.54,1647,47,14,26520,6000,Fully Paid
36 months,A3,A,10+ years,16,42.4,7.24,371.85,212776,25.95,10580,57,5,150000,12000,Fully Paid
60 months,D1,D,10+ years,16,76.3,16.29,978.9,397345,19.83,18267,76,0,90000,40000,Fully Paid
36 months,A1,A,10+ years,16,14.2,5.32,391.5,302199,8.34,15415,25,4,132000,13000,Fully Paid
36 months,B5,B,4 years,16,45.9,11.47,296.66,22700,10.73,1488,46,3,34320,9000,Fully Paid
36 months,B3,B,1 year,16,63.1,10.49,1137.43,96654,8.75,3520,66,3,200000,35000,Fully Paid
60 months,B4,B,1 year,16,13.7,10.99,217.38,65300,5.11,426,14,7,50000,10000,Fully Paid
60 months,C4,C,< 1 year,16,73.7,14.99,380.56,479892,4.93,26024,98,7,48000,16000,Charged Off
36 months,D5,D,,16,10.1,21.49,189.64,31300,17.47,287,10,9,13400,5000,Charged Off
36 months,A1,A,3 years,16,25.9,5.32,542.07,191837,18.67,2777,32,5,125000,18000,Fully Paid
36 months,C1,C,10+ years,16,44.1,12.74,1074.21,418400,20.82,15538,63,14,130000,32000,Fully Paid
36 months,C3,C,1 year,16,74.6,13.99,239.21,51160,14,8153,96,3,30000,7000,Charged Off
36 months,B3,B,,16,76,9.75,160.75,4412,4.24,792,72,0,30000,5000,Fully Paid
36 months,C2,C,< 1 year,16,80,12.99,243.41,9000,2.29,3611,80,2,57000,7225,Fully Paid
36 months,A1,A,< 1 year,16,20.2,5.32,195.75,341398,10.47,31122,54,8,74768,6500,Fully Paid
36 months,A5,A,2 years,16,88.6,7.99,313.32,96440,21.36,12054,80,2,45000,10000,Fully Paid
36 months,B1,B,10+ years,16,31.1,8.99,174.88,16400,3.02,1274,31,3,58018,5500,Fully Paid
36 months,C1,C,1 year,16,66,12.79,403.12,140941,20.18,10748,72,7,55000,12000,Fully Paid
36 months,C3,C,< 1 year,16,91.3,13.99,683.46,383246,6.51,67036,91,1,106000,20000,Fully Paid
36 months,B1,B,10+ years,16,57.7,8.39,630.34,110029,17.09,3629,59,4,127000,20000,Fully Paid
60 months,C2,C,< 1 year,16,39.8,13.49,368.08,77722,32.53,3036,51,3,45000,16000,Fully Paid
36 months,A2,A,2 years,16,27.3,6.49,367.74,71738,7.55,1252,24,11,70000,12000,Fully Paid
36 months,A4,A,< 1 year,16,15.9,7.39,79.2,61900,7.72,1971,16,3,25000,2550,Fully Paid
36 months,A1,A,2 years,16,30.7,5.32,361.38,62289,15.81,5086,57,4,85000,12000,Fully Paid
60 months,E2,E,10+ years,16,49.2,23.99,460.2,332003,32.14,25777,80,10,60000,16000,Fully Paid
36 months,A5,A,9 years,16,70.1,7.91,793.33,232766,10.15,26471,85,2,200000,25350,Fully Paid
36 months,A1,A,10+ years,16,46.2,5.32,451.73,197372,28.19,11771,51,2,75000,15000,Late (31-120 days)
36 months,B3,B,< 1 year,16,89.5,9.75,321.5,351349,11.29,32836,74,5,120000,10000,Fully Paid
36 months,C4,C,< 1 year,16,52.7,14.46,1204.06,353696,9.86,21698,64,8,150000,35000,Fully Paid
36 months,C2,C,10+ years,16,75,12.99,336.9,232526,14.12,14513,65,4,95000,10000,Charged Off
36 months,A4,A,2 years,16,74.2,7.39,124.23,69931,6.96,8010,61,0,90000,4000,Fully Paid
36 months,C3,C,4 years,16,52.8,13.44,542.51,164493,25.63,7643,57,7,75000,16000,Fully Paid
36 months,B5,B,4 years,16,16.6,11.49,92.32,56251,27.49,1737,37,5,45000,2800,Fully Paid
36 months,B4,B,10+ years,16,34.6,10.99,476.28,406031,19.47,12850,41,12,65000,14550,Fully Paid
36 months,C2,C,1 year,16,82.4,13.49,815.18,173602,7.46,24769,90,4,125000,24025,Fully Paid
36 months,A1,A,1 year,16,41,5.32,602.3,409844,19.12,22209,41,3,150000,20000,Fully Paid
36 months,A2,A,10+ years,16,45.1,6.49,337.09,204104,11.12,18162,45,4,90000,11000,Fully Paid
36 months,F2,F,10+ years,16,42.9,29.49,726.43,243926,21.8,18200,60,8,70000,17225,Charged Off
36 months,B5,B,1 year,16,61.1,11.47,329.62,38695,14.06,2372,74,7,57000,10000,Fully Paid
36 months,B5,B,4 years,16,46.7,11.47,230.74,136528,19.86,11891,51,4,42000,7000,Fully Paid
36 months,C1,C,< 1 year,16,31.4,12.74,537.11,98347,26.42,5852,66,6,60000,16000,Fully Paid
36 months,B1,B,10+ years,16,83.7,8.99,483.29,70976,11.24,12616,84,2,125000,15200,Fully Paid
36 months,A4,A,3 years,16,77,7.39,1086.96,520634,15.59,39415,77,2,200000,35000,Charged Off
36 months,B3,B,10+ years,16,46.6,9.75,964.5,782773,23.93,19076,66,8,133800,30000,Charged Off
36 months,A5,A,5 years,16,57.1,7.91,876.26,514863,9.35,23452,56,1,183000,28000,Charged Off
36 months,B1,B,10+ years,16,48,8.99,1017.45,127200,3.44,15108,42,2,900000,32000,Fully Paid
36 months,A2,A,1 year,16,26,6.49,367.74,57755,11.11,3260,56,6,100000,12000,Charged Off
36 months,C1,C,2 years,16,28.8,12.74,402.83,91752,24.83,2455,64,10,42000,12000,Fully Paid
60 months,E3,E,5 years,16,58,19.89,475.79,53153,24.99,2409,50,9,44000,18000,Charged Off
36 months,A4,A,10+ years,16,46.5,7.99,626.64,232780,27.63,12890,53,4,62000,20000,Fully Paid
36 months,C2,C,< 1 year,16,30.8,12.99,149.92,40496,12.74,2368,70,6,80000,4450,Charged Off
36 months,B2,B,4 years,16,88.4,9.49,320.29,103328,18.91,14212,53,3,45000,10000,Fully Paid
36 months,D1,D,4 years,16,83.6,16.29,232.99,403990,24.89,15748,104,6,53000,6600,Charged Off
36 months,B1,B,,16,32.3,8.39,302.56,51816,19.71,1936,52,9,45000,9600,Fully Paid
60 months,B3,B,5 years,16,23.1,11.39,342.23,86462,25.65,2636,34,5,45000,15600,Fully Paid
36 months,B4,B,5 years,16,89.9,10.99,261.88,152953,30.16,9038,93,4,34500,8000,Charged Off
36 months,C3,C,1 year,16,86.9,13.99,478.42,69800,32.76,16334,87,2,45760,14000,Fully Paid
36 months,C1,C,8 years,16,90.3,11.99,166.05,55385,23.02,4114,74,5,72000,5000,Charged Off
36 months,D1,D,< 1 year,16,41.7,16.29,176.51,15500,22.14,718,42,5,15120,5000,Fully Paid
